UMLS_id	entrezgene	gene	disease_id	disease_name	disease_name_ja	disease_degree
C0023473	hsa:3815	KIT	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:6714	SRC	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:3932	LCK	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:7525	YES1	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:2534	FYN	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:1969	EPHA2	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:5159	PDGFRB	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:4609	MYC	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:1719	DHFR	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:6241	RRM2	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:960	CD44	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:7157	TP53	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0023473	hsa:586	BCAT1	H00004	Chronic myeloid leukemia	慢性骨髄性白血病	29
C0026764	hsa:25	ABL1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:6790	AURKA	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:9212	AURKB	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3717	JAK2	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:2322	FLT3	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:613	BCR	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:7525	YES1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:4914	NTRK1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:4916	NTRK3	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3265	HRAS	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3845	KRAS	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:4893	NRAS	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:596	BCL2	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:5693	PSMB5	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:7124	TNF	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:9734	HDAC9	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:9759	HDAC4	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3065	HDAC1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:8841	HDAC3	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3066	HDAC2	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:55869	HDAC8	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:83933	HDAC10	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:51564	HDAC7	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:10013	HDAC6	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:10014	HDAC5	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:79885	HDAC11	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3718	JAK3	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:7297	TYK2	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:6197	RPS6KA3	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:5979	RET	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:10461	MERTK	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:2932	GSK3B	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:5743	PTGS2	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:4790	NFKB1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:207	AKT1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:8743	TNFSF10	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:8797	TNFRSF10A	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:8795	TNFRSF10B	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:3569	IL6	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:6097	RORC	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:2261	FGFR3	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:1432	MAPK14	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:5600	MAPK11	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:6300	MAPK12	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:5603	MAPK13	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:958	CD40	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:4582	MUC1	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:135	ADORA2A	H00010	Multiple myeloma	多発性骨髄腫	49
C0026764	hsa:4907	NT5E	H00010	Multiple myeloma	多発性骨髄腫	49
C0002736	hsa:25	ABL1	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:3815	KIT	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:6714	SRC	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:7040	TGFB1	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:23435	TARDBP	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:6647	SOD1	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:2521	FUS	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:4217	MAP3K5	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0002736	hsa:79139	DERL1	H00058	Amyotrophic lateral sclerosis (ALS); Lou Gehrig disease	筋萎縮性側索硬化症 (ALS)	9
C0003873	hsa:25	ABL1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3717	JAK2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:613	BCR	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3614	IMPDH1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3615	IMPDH2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:6714	SRC	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:1719	DHFR	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:7124	TNF	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3718	JAK3	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:7297	TYK2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5743	PTGS2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:4790	NFKB1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3569	IL6	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:6097	RORC	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3716	JAK1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5594	MAPK1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:1436	CSF1R	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:471	ATIC	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:6850	SYK	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5530	PPP3CA	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:4773	NFATC2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5532	PPP3CB	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5533	PPP3CC	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5534	PPP3R1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:5535	PPP3R2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:10673	TNFSF13B	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3592	IL12A	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3593	IL12B	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3383	ICAM1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:4780	NFE2L2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3553	IL1B	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3676	ITGA4	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3688	ITGB1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3554	IL1R1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:7850	IL1R2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3570	IL6R	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3725	JUN	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:3726	JUNB	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:2353	FOS	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:2355	FOSL2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:8061	FOSL1	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:1386	ATF2	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:467	ATF3	H00630	Rheumatoid arthritis	関節リウマチ	44
C0003873	hsa:468	ATF4	H00630	Rheumatoid arthritis	関節リウマチ	44
C0023434	hsa:930	CD19	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:10381	TUBB3	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:10383	TUBB2C	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:7280	TUBB2A	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:84617	TUBB6	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:6240	RRM1	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:7150	TOP1	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:7153	TOP2A	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:7155	TOP2B	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:7852	CXCR4	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:6387	CXCL12	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:596	BCL2	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:1719	DHFR	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0023434	hsa:695	BTK	H00005	Chronic lymphocytic leukemia	慢性リンパ性白血病	14
C0024141	hsa:930	CD19	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3717	JAK2	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:695	BTK	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3569	IL6	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:958	CD40	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3716	JAK1	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3455	IFNAR2	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:7292	TNFSF4	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3586	IL10	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:6850	SYK	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:5530	PPP3CA	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:4773	NFATC2	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:7099	TLR4	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:5532	PPP3CB	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:5533	PPP3CC	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:5534	PPP3R1	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:5535	PPP3R2	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:10673	TNFSF13B	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3663	IRF5	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:8741	TNFSF13	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3458	IFNG	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:51284	TLR7	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:51311	TLR8	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:54106	TLR9	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3592	IL12A	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0024141	hsa:3593	IL12B	H00080	Systemic lupus erythematosus	全身性エリテマトーデス	26
C0006142	hsa:915	CD3D	H00031	Breast cancer	乳癌	60
C0006142	hsa:10381	TUBB3	H00031	Breast cancer	乳癌	60
C0006142	hsa:10383	TUBB2C	H00031	Breast cancer	乳癌	60
C0006142	hsa:7280	TUBB2A	H00031	Breast cancer	乳癌	60
C0006142	hsa:84617	TUBB6	H00031	Breast cancer	乳癌	60
C0006142	hsa:6240	RRM1	H00031	Breast cancer	乳癌	60
C0006142	hsa:2322	FLT3	H00031	Breast cancer	乳癌	60
C0006142	hsa:7153	TOP2A	H00031	Breast cancer	乳癌	60
C0006142	hsa:7155	TOP2B	H00031	Breast cancer	乳癌	60
C0006142	hsa:3815	KIT	H00031	Breast cancer	乳癌	60
C0006142	hsa:5159	PDGFRB	H00031	Breast cancer	乳癌	60
C0006142	hsa:4851	NOTCH1	H00031	Breast cancer	乳癌	60
C0006142	hsa:4853	NOTCH2	H00031	Breast cancer	乳癌	60
C0006142	hsa:3791	KDR	H00031	Breast cancer	乳癌	60
C0006142	hsa:3265	HRAS	H00031	Breast cancer	乳癌	60
C0006142	hsa:3845	KRAS	H00031	Breast cancer	乳癌	60
C0006142	hsa:4893	NRAS	H00031	Breast cancer	乳癌	60
C0006142	hsa:4609	MYC	H00031	Breast cancer	乳癌	60
C0006142	hsa:1719	DHFR	H00031	Breast cancer	乳癌	60
C0006142	hsa:7124	TNF	H00031	Breast cancer	乳癌	60
C0006142	hsa:9734	HDAC9	H00031	Breast cancer	乳癌	60
C0006142	hsa:9759	HDAC4	H00031	Breast cancer	乳癌	60
C0006142	hsa:3065	HDAC1	H00031	Breast cancer	乳癌	60
C0006142	hsa:8841	HDAC3	H00031	Breast cancer	乳癌	60
C0006142	hsa:3066	HDAC2	H00031	Breast cancer	乳癌	60
C0006142	hsa:55869	HDAC8	H00031	Breast cancer	乳癌	60
C0006142	hsa:83933	HDAC10	H00031	Breast cancer	乳癌	60
C0006142	hsa:51564	HDAC7	H00031	Breast cancer	乳癌	60
C0006142	hsa:10013	HDAC6	H00031	Breast cancer	乳癌	60
C0006142	hsa:10014	HDAC5	H00031	Breast cancer	乳癌	60
C0006142	hsa:958	CD40	H00031	Breast cancer	乳癌	60
C0006142	hsa:4582	MUC1	H00031	Breast cancer	乳癌	60
C0006142	hsa:6469	SHH	H00031	Breast cancer	乳癌	60
C0006142	hsa:50846	DHH	H00031	Breast cancer	乳癌	60
C0006142	hsa:3480	IGF1R	H00031	Breast cancer	乳癌	60
C0006142	hsa:7298	TYMS	H00031	Breast cancer	乳癌	60
C0006142	hsa:1956	EGFR	H00031	Breast cancer	乳癌	60
C0006142	hsa:7422	VEGFA	H00031	Breast cancer	乳癌	60
C0006142	hsa:2064	ERBB2	H00031	Breast cancer	乳癌	60
C0006142	hsa:2475	MTOR	H00031	Breast cancer	乳癌	60
C0006142	hsa:3326	HSP90AB1	H00031	Breast cancer	乳癌	60
C0006142	hsa:3320	HSP90AA1	H00031	Breast cancer	乳癌	60
C0006142	hsa:7184	HSP90B1	H00031	Breast cancer	乳癌	60
C0006142	hsa:2066	ERBB4	H00031	Breast cancer	乳癌	60
C0006142	hsa:2321	FLT1	H00031	Breast cancer	乳癌	60
C0006142	hsa:4072	EPCAM	H00031	Breast cancer	乳癌	60
C0006142	hsa:3685	ITGAV	H00031	Breast cancer	乳癌	60
C0006142	hsa:3690	ITGB3	H00031	Breast cancer	乳癌	60
C0006142	hsa:6774	STAT3	H00031	Breast cancer	乳癌	60
C0006142	hsa:2065	ERBB3	H00031	Breast cancer	乳癌	60
C0006142	hsa:1949	EFNB3	H00031	Breast cancer	乳癌	60
C0006142	hsa:1948	EFNB2	H00031	Breast cancer	乳癌	60
C0006142	hsa:5144	PDE4D	H00031	Breast cancer	乳癌	60
C0006142	hsa:471	ATIC	H00031	Breast cancer	乳癌	60
C0006142	hsa:142	PARP1	H00031	Breast cancer	乳癌	60
C0006142	hsa:10038	PARP2	H00031	Breast cancer	乳癌	60
C0006142	hsa:672	BRCA1	H00031	Breast cancer	乳癌	60
C0006142	hsa:675	BRCA2	H00031	Breast cancer	乳癌	60
C0006142	hsa:2099	ESR1	H00031	Breast cancer	乳癌	60
C0006142	hsa:2100	ESR2	H00031	Breast cancer	乳癌	60
C0011854	hsa:915	CD3D	H00408	Type 1 diabetes mellitus	1型糖尿病	4
C0011854	hsa:7292	TNFSF4	H00408	Type 1 diabetes mellitus	1型糖尿病	4
C0011854	hsa:3458	IFNG	H00408	Type 1 diabetes mellitus	1型糖尿病	4
C0011854	hsa:2548	GAA	H00408	Type 1 diabetes mellitus	1型糖尿病	4
C0149925	hsa:10381	TUBB3	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:10383	TUBB2C	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:7280	TUBB2A	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:84617	TUBB6	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:7150	TOP1	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:7153	TOP2A	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:7155	TOP2B	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:6469	SHH	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:50846	DHH	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:5727	PTCH1	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:3480	IGF1R	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:7298	TYMS	H00013	Small cell lung cancer	小細胞肺癌	13
C0149925	hsa:1022	CDK7	H00013	Small cell lung cancer	小細胞肺癌	13
C0024623	hsa:10381	TUBB3	H00018	Gastric cancer	胃癌	22
C0024623	hsa:10383	TUBB2C	H00018	Gastric cancer	胃癌	22
C0024623	hsa:7280	TUBB2A	H00018	Gastric cancer	胃癌	22
C0024623	hsa:84617	TUBB6	H00018	Gastric cancer	胃癌	22
C0024623	hsa:2322	FLT3	H00018	Gastric cancer	胃癌	22
C0024623	hsa:7150	TOP1	H00018	Gastric cancer	胃癌	22
C0024623	hsa:3815	KIT	H00018	Gastric cancer	胃癌	22
C0024623	hsa:5159	PDGFRB	H00018	Gastric cancer	胃癌	22
C0024623	hsa:3791	KDR	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4609	MYC	H00018	Gastric cancer	胃癌	22
C0024623	hsa:1719	DHFR	H00018	Gastric cancer	胃癌	22
C0024623	hsa:7298	TYMS	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4233	MET	H00018	Gastric cancer	胃癌	22
C0024623	hsa:2064	ERBB2	H00018	Gastric cancer	胃癌	22
C0024623	hsa:7010	TEK	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4072	EPCAM	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4486	MST1R	H00018	Gastric cancer	胃癌	22
C0024623	hsa:324	APC	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4312	MMP1	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4313	MMP2	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4316	MMP7	H00018	Gastric cancer	胃癌	22
C0024623	hsa:4323	MMP14	H00018	Gastric cancer	胃癌	22
C0235974	hsa:10381	TUBB3	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:10383	TUBB2C	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:7280	TUBB2A	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:84617	TUBB6	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:6240	RRM1	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:7150	TOP1	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:3845	KRAS	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:9734	HDAC9	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:9759	HDAC4	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:3065	HDAC1	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:8841	HDAC3	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:3066	HDAC2	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:55869	HDAC8	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:83933	HDAC10	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:51564	HDAC7	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:10013	HDAC6	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:10014	HDAC5	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:6469	SHH	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:50846	DHH	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:5727	PTCH1	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:3480	IGF1R	H00019	Pancreatic cancer	膵癌	30
C0235974	hsa:7298	TYMS	H00019	Pancreatic cancer	膵癌	30
